bus_route,bus_link,bus_name,bus_type,departing_time,duration,reaching_time,seat_available,star_rating,price
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Orange Tours and Travels,Volvo Multi-Axle A/C (2+2),18:00,4h,22:00,24 Seats,3.5,₹450
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,Bharat Benz A/C Sleeper (2+1),20:00,6h 30m,02:30,22 Seats,3.4,"₹1,200"
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,A/C Sleeper (2+1),20:45,7h 30m,04:15,12 Seats,3.4,"₹1,170"
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,Non AC Seater (2+2),21:30,4h 30m,02:00,21 Seats,3.4,₹800
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Mastan Tours And Travels,NON A/C Sleeper (2+1),21:45,5h 45m,03:30,27 Seats,3,₹549
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Sravan Travels,A/C Sleeper (2+1),22:00,5h 30m,03:30,16 Seats,3.9,₹694
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,NON A/C Sleeper (2+1),22:00,4h 30m,02:30,17 Seats,3.4,₹900
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,5h,03:00,26 Seats,3.1,₹399
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Orange Tours and Travels,A/C Sleeper (2+1),22:00,4h,02:00,20 Seats,3.2,"₹1,100"
Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Ameena Travels,A/C Sleeper (2+1),22:00,5h,03:00,28 Seats,4.2,"₹1,200"
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,zingbus plus,VE A/C Sleeper (2+1),22:15,6h 55m,05:10,19 Seats,4.2,₹923
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Muskan Travels,NON A/C Semi Sleeper (2+2),22:00,8h 30m,06:30,20 Seats,3.6,₹351
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Orange Tours and Travels,Volvo Multi-Axle A/C (2+2),18:00,5h 15m,23:15,24 Seats,3.5,₹500
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sahara Tours and Travels,Non AC Seater (2+2),22:00,6h 30m,04:30,25 Seats,3.6,₹369
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,7h 15m,05:30,16 Seats,3.6,₹550
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sitara Travels,NON A/C Airbus (2+2),22:00,7h 15m,05:15,21 Seats,3.7,₹349
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,7h 30m,05:30,28 Seats,3.2,₹305
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sitara Travels,NON A/C Airbus (2+2),22:00,7h 15m,05:15,21 Seats,3.7,₹349
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sahara Tours and Travels,A/C Sleeper (2+1),22:30,6h 15m,04:45,3 Seats,3.7,₹650
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Orange Tours and Travels,A/C Sleeper (2+1),22:00,5h 45m,03:45,27 Seats,4.9,₹890
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),22:00,7h 30m,05:30,28 Seats,3.2,₹305
Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Metro Tours and Travels,NON A/C Sleeper (2+1),22:15,7h,05:15,23 Seats,3.6,₹499
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 8271,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,5h 40m,20:00,36 Seats,3.4,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 9618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:25,7h 55m,22:20,31 Seats,3.9,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1260,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,7h 10m,21:40,31 Seats,3.1,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1292,Rajdhani (AC Semi Sleeper 2+2),15:20,6h 20m,21:40,32 Seats,3.4,₹523
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1266,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,7h 15m,23:00,31 Seats,3.7,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 4322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,12h 35m,08:20,31 Seats,3.8,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,12h 20m,08:30,31 Seats,4,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1252,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,12h 5m,08:20,31 Seats,2.3,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,11h 35m,08:20,31 Seats,1.9,₹431
Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TGSRTC - 1045,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,11h,08:30,26 Seats,3.9,₹431
Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,6h 40m,04:00,25 Seats,0.0,₹405
Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,DNR Express,AC Sleeper (2+1),21:30,4h 30m,02:00,15 Seats,0.0,"₹1,200"
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7360,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:05,4h 15m,19:20,30 Seats,3.1,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7468,Rajdhani (AC Semi Sleeper 2+2),16:40,4h 50m,21:30,27 Seats,4.9,₹414
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,4h 15m,21:05,29 Seats,3.9,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 92101,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,4h 35m,22:35,36 Seats,3.9,₹512
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7315,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:20,4h 15m,23:35,31 Seats,3.9,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:05,4h 15m,01:20,31 Seats,3.6,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,4h 15m,02:30,31 Seats,3.5,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7404,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:45,5h 15m,04:00,26 Seats,4.6,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7419,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,4h 45m,03:45,31 Seats,5,₹342
Hyderabad to Jagityal,https://www.redbus.in/bus-tickets/hyderabad-to-jagityal,TGSRTC - 7153,Rajdhani (AC Semi Sleeper 2+2),23:05,5h 15m,04:20,25 Seats,2.2,₹414
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Orange Tours and Travels,A/C Sleeper (2+1),22:00,3h 45m,01:45,25 Seats,3.1,₹600
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,New shantinath travels,A/C Seater / Sleeper (2+1),21:30,4h,01:30,37 Seats,0.0,₹668
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Shree Devnarayan Travels,A/C Sleeper (2+1),20:30,4h 30m,01:00,21 Seats,4.3,"₹3,000"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Saini Travels Pvt. Ltd.,A/C Sleeper (2+1),21:30,4h 10m,01:40,11 Seats,4,"₹1,000"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Orange Tours and Travels,A/C Sleeper (2+1),22:00,3h 45m,01:45,20 Seats,3.1,"₹1,100"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Ashoka Travels,Scania AC Multi Axle Sleeper (2+1),22:30,4h,02:30,25 Seats,3.1,₹890
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,SHREE NEW SANTINATH TRAVELS,A/C Sleeper (2+1),21:45,3h 45m,01:30,37 Seats,2.6,"₹2,370"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Mahadev Bus Service,Non A/C Seater / Sleeper (2+1),22:00,2h 30m,00:30,40 Seats,2.9,"₹1,499"
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Vikram Travels,A/C Seater / Sleeper (2+1),21:55,7h 35m,05:30,32 Seats,4.6,₹499
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,6h 35m,06:25,26 Seats,4.5,₹489
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,FlixBus,A/C Sleeper (2+1),22:25,8h 5m,06:30,26 Seats,4.5,₹618
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,8h 15m,05:45,28 Seats,4.5,₹809
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,zingbus plus,A/C Sleeper (2+1),22:00,7h 45m,05:45,16 Seats,4.6,₹702
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,zingbus plus,A/C Sleeper (2+1),23:00,7h 45m,06:45,20 Seats,4.2,₹623
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,A/C Sleeper (2+1),22:30,8h,06:30,19 Seats,3.9,₹669
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,8h 15m,05:45,19 Seats,3.9,₹699
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:00,7h 15m,04:15,15 Seats,3.6,₹619
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,8h 33m,06:18,31 Seats,4.3,₹499
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,AC Sleeper (2+1),23:45,5h 55m,05:40,14 Seats,4.4,₹729
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,AC Sleeper (2+1),23:40,7h 15m,06:55,19 Seats,4.3,₹729
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:00,8h 15m,06:15,18 Seats,4.3,₹790
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,New Slnst Travels,A/C Sleeper (2+1),21:00,8h 35m,05:35,18 Seats,4.3,₹617
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Orange Tours and Travels,A/C Sleeper (2+1),22:00,3h 45m,01:45,25 Seats,3.1,₹600
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,New shantinath travels,A/C Seater / Sleeper (2+1),21:30,4h,01:30,37 Seats,0.0,₹668
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Shree Devnarayan Travels,A/C Sleeper (2+1),20:30,4h 30m,01:00,21 Seats,4.3,"₹3,000"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Saini Travels Pvt. Ltd.,A/C Sleeper (2+1),21:30,4h 10m,01:40,11 Seats,4,"₹1,000"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Orange Tours and Travels,A/C Sleeper (2+1),22:00,3h 45m,01:45,20 Seats,3.1,"₹1,100"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Ashoka Travels,Scania AC Multi Axle Sleeper (2+1),22:30,4h,02:30,25 Seats,3.1,₹890
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,SHREE NEW SANTINATH TRAVELS,A/C Sleeper (2+1),21:45,3h 45m,01:30,37 Seats,2.6,"₹2,370"
Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Mahadev Bus Service,Non A/C Seater / Sleeper (2+1),22:00,2h 30m,00:30,40 Seats,2.9,"₹1,499"
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Vikram Travels,A/C Seater / Sleeper (2+1),21:55,7h 35m,05:30,32 Seats,4.6,₹499
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,6h 35m,06:25,26 Seats,4.5,₹489
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,FlixBus,A/C Sleeper (2+1),22:25,8h 5m,06:30,26 Seats,4.5,₹618
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,V Kaveri Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),21:30,8h 15m,05:45,28 Seats,4.5,₹809
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,zingbus plus,A/C Sleeper (2+1),22:00,7h 45m,05:45,16 Seats,4.6,₹702
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,zingbus plus,A/C Sleeper (2+1),23:00,7h 45m,06:45,20 Seats,4.2,₹683
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,A/C Sleeper (2+1),22:30,8h,06:30,19 Seats,3.9,₹669
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,8h 15m,05:45,19 Seats,3.9,₹699
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Kaveri Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),21:00,7h 15m,04:15,15 Seats,3.6,₹619
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,8h 33m,06:18,31 Seats,4.3,₹499
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,AC Sleeper (2+1),23:45,5h 55m,05:40,14 Seats,4.4,₹729
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,IntrCity SmartBus,AC Sleeper (2+1),23:40,7h 15m,06:55,19 Seats,4.3,₹729
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Sri Vengamamba Bus Transport (SVBT),A/C Sleeper (2+1),22:00,8h 15m,06:15,18 Seats,4.3,₹790
Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,New Slnst Travels,A/C Sleeper (2+1),21:00,8h 35m,05:35,18 Seats,4.3,₹617
